"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2020年8月25日","1,923.10","1,935.90","1,944.10","1,919.10","274.11K","-0.83%"
"2020年8月24日","1,939.20","1,947.90","1,970.30","1,930.80","286.26K","-0.40%"
"2020年8月21日","1,947.00","1,955.60","1,963.10","1,916.60","355.07K","0.03%"
"2020年8月20日","1,946.50","1,934.40","1,963.10","1,928.90","383.34K","-1.21%"
"2020年8月19日","1,970.30","2,010.50","2,015.60","1,930.50","443.26K","-2.13%"
"2020年8月18日","2,013.10","1,993.60","2,024.60","1,985.20","361.48K","0.72%"
"2020年8月17日","1,998.70","1,956.40","2,000.80","1,939.10","289.44K","2.51%"
"2020年8月14日","1,949.80","1,963.80","1,970.00","1,939.10","241.80K","-1.05%"
"2020年8月13日","1,970.40","1,927.30","1,974.80","1,923.00","349.89K","1.10%"
"2020年8月12日","1,949.00","1,921.60","1,961.00","1,874.20","459.84K","0.14%"
"2020年8月11日","1,946.30","2,038.40","2,040.50","1,911.30","565.00K","-4.58%"
"2020年8月10日","2,039.70","2,044.80","2,060.80","2,027.80","251.31K","0.58%"
"2020年8月7日","2,028.00","2,076.40","2,089.20","2,024.80","398.13K","-2.00%"
"2020年8月6日","2,069.40","2,055.00","2,081.80","2,049.00","312.76K","0.98%"
"2020年8月5日","2,049.30","2,037.00","2,070.30","2,027.50","366.38K","1.40%"
"2020年8月4日","2,021.00","1,993.50","2,037.70","1,982.60","274.42K","1.75%"
"2020年8月3日","1,986.30","1,997.40","2,009.50","1,975.20","178.75K","0.02%"
"2020年7月31日","1,985.90","1,973.60","2,005.40","1,971.40","279.32K","0.97%"
"2020年7月30日","1,966.80","1,986.40","1,987.30","1,952.30","271.38K","-0.50%"
"2020年7月29日","1,976.70","1,971.90","1,998.40","1,955.70","197.82K","0.65%"
"2020年7月28日","1,963.90","1,963.20","2,000.00","1,927.50","161.58K","0.43%"
"2020年7月27日","1,955.40","1,929.00","1,971.30","1,926.80","137.85K","1.57%"
"2020年7月24日","1,925.20","1,912.30","1,933.60","1,908.00","66.45K","0.41%"
"2020年7月23日","1,917.40","1,900.00","1,927.10","1,890.40","72.36K","1.31%"
"2020年7月22日","1,892.60","1,867.80","1,899.00","1,867.80","49.86K","1.23%"
"2020年7月21日","1,869.60","1,842.50","1,870.50","1,839.90","31.69K","1.60%"
"2020年7月20日","1,840.10","1,835.50","1,846.10","1,830.70","19.19K","0.35%"
"2020年7月17日","1,833.70","1,822.90","1,837.60","1,821.00","16.39K","0.39%"
"2020年7月16日","1,826.50","1,840.70","1,843.70","1,819.90","18.23K","-0.82%"
"2020年7月15日","1,841.60","1,839.70","1,847.20","1,831.90","13.32K","0.01%"
"2020年7月14日","1,841.50","1,834.20","1,843.00","1,819.30","40.63K","-0.12%"
"2020年7月13日","1,843.70","1,831.60","1,847.70","1,831.60","36.09K","0.68%"
"2020年7月10日","1,831.30","1,837.00","1,846.30","1,825.50","40.13K","-0.12%"
"2020年7月9日","1,833.50","1,849.80","1,854.60","1,829.60","48.72K","-0.92%"
"2020年7月8日","1,850.60","1,832.60","1,857.00","1,829.10","58.42K","0.89%"
"2020年7月7日","1,834.30","1,817.20","1,835.00","1,804.80","18.51K","1.00%"
"2020年7月6日","1,816.10","1,809.30","1,821.30","1,801.60","10.49K","1.59%"
"2020年7月3日","1,787.60","1,786.90","1,788.70","1,783.65","-","-1.35%"
"2020年7月2日","1,812.00","1,802.20","1,813.90","1,788.30","11.53K","0.56%"
"2020年7月1日","1,801.90","1,817.50","1,827.10","1,789.80","15.52K","-1.02%"
"2020年6月30日","1,820.40","1,803.70","1,823.50","1,794.00","8.60K","1.13%"
"2020年6月29日","1,800.10","1,807.30","1,808.60","1,795.30","4.16K","0.09%"
"2020年6月26日","1,798.50","1,792.50","1,804.00","1,772.00","4.76K","0.56%"
"2020年6月25日","1,788.40","1,789.30","1,796.60","1,781.60","6.30K","-0.23%"
"2020年6月24日","1,792.60","1,800.40","1,810.70","1,787.80","8.73K","-0.25%"
"2020年6月23日","1,797.10","1,780.00","1,801.50","1,774.00","4.07K","0.86%"
"2020年6月22日","1,781.70","1,780.30","1,793.60","1,769.00","5.87K","0.74%"
